Table geological_layer_age
geolayer_idlocality;geolayer_name;laboratory_idlaboratory;analysis_number;age;positive_standard_deviation;negative_standard_deviation;dating_method;material_dated;date_of_analysis;comments;owner;created;mod_history;
Ain Hanech Formation;Member P;;AB1104;1920000;180000;180000;ESR (electron spin resonance) dating;quartz;2018;optically bleached quartz grains from Member P, 1m below horizon AB-Lw, Sahnouni et al. 2018;Matthias Göden;24.03.2021;Matthias Göden  24.03.21;
Ain al-Buhira;Layer 1;Beta;Beta-56424;23500;270;270;14C (radiocarbon) dating;charcoal;1994;;andrew;03.07.2014;Matthias Göden  03.07.14; andrew  10.03.20;
Ain al-Buhira;Layer 1;Ua;Ua-4395;20300;600;600;14C (radiocarbon) dating;charcoal;1993;;andrew;03.07.2014;Matthias Göden  03.07.14;
Ain al-Buhira;Layer 1;Beta;Beta-118757;20670;600;600;14C (radiocarbon) dating;charcoal;1993;;andrew;03.07.2014;Matthias Göden  03.07.14; andrew  10.03.20;
Ain al-Buhira;Layer 3;Beta;Beta-55933;18960;580;580;14C (radiocarbon) dating;charcoal;1994;;andrew;03.07.2014;Matthias Göden  03.07.14; andrew  10.03.20;
Ain al-Buhira;Layer 5;Beta;Beta-55931;23560;250;250;14C (radiocarbon) dating;charcoal;1994;;andrew;03.07.2014;Matthias Göden  03.07.14; andrew  10.03.20;
Aladi Springs;Calcareous loam;;;1840000;9000;9000;K/Ar (potassium-argon) dating;feldspar;;;Martin Vatter;06.08.2012;
Aladi Springs;Shell-bearing tufa;I;I-7970;11070;160;160;14C (radiocarbon) dating;shell;;;andrew;29.06.2011;Patrick Schmidt  29.06.2011; andrew  10.03.20;
Alberndorf I;Layer 4;GrA;GrA-5223;27140;650;600;14C (radiocarbon) dating;charcoal;1998;geo_age is the most reliable dating;andrew;23.06.2017;Sophie Habinger  23.06.17;
Alberndorf I;Layer 4;GrA;GrA-5242;27080;650;600;14C (radiocarbon) dating;charcoal;1998;geo_age is the most reliable dating;andrew;23.06.2017;Sophie Habinger  23.06.17;
Alberndorf I;Layer 4;GrA;GrA-5241;28490;780;700;14C (radiocarbon) dating;charcoal;1998;geo_age is the most reliable dating;andrew;23.06.2017;Sophie Habinger  23.06.17;
Alberndorf I;Layer 4;GrA;GrA-5224;28360;760;700;14C (radiocarbon) dating;charcoal;1998;geo_age is the most reliable dating;andrew;23.06.2017;Sophie Habinger  23.06.17;
Alexandersfontein;Plus 19m lake, section A, Layer 1;SI;SI-1115;16010;185;185;14C (radiocarbon) dating;carbonate;;inorganic carbonate;andrew;02.11.2012;Martin Vatter  02.11.2012; andrew  06.06.19;
Alexandersfontein;Plus 19m lake, section B, Layer 2;SI;SI-1116;11025;110;110;14C (radiocarbon) dating;carbonate;;inorganic carbonate;andrew;02.11.2012;Martin Vatter  02.11.2012; andrew  06.06.19;
Amanzi springs;Balmoral Member;I;I-2241;31000;1200;1100;14C (radiocarbon) dating;plant;0;Cutting 10, Area 1, wood;Michaela Ecker;10.02.2010;Michaela Ecker 2010-02-10;
Amanzi springs;Rietheuvel Member;GrN;GrN-4907;47000;1000000;0;14C (radiocarbon) dating;plant;0;;andrew;10.02.2010;Michaela Ecker 2010-02-10; andrew  17.04.19;
Amanzi springs;Rietheuvel Member;SR;SR-107;38100;2000;1600;14C (radiocarbon) dating;plant;0;Cutting 6, Area 2, Surface 1, wood;Michaela Ecker;10.02.2010;Michaela Ecker 2010-02-10;
Amanzi springs;Rietheuvel Member;GrN;GrN-4407;60600;1000000;0;14C (radiocarbon) dating;plant;0;Cutting 1, dating sample also referred to as GrN-4546, wood, neg st dev was 1100;andrew;10.02.2010;Michaela Ecker 2010-02-10; andrew  11.03.20;
Amanzi springs;Rietheuvel Member;SR;SR-103;32900;600;600;14C (radiocarbon) dating;plant;0;Cutting 1, Area 1, Square 1, wood;Michaela Ecker;10.02.2010;Michaela Ecker 2010-02-10;
Amud Cave;Layer B1;;;53000;7000;7000;ESR (electron spin resonance) dating;tooth;2001;coupled MSU/ESR Age, material_dated: tooth enamel;Matthias Göden;15.07.2013;Matthias Göden  15.07.13;
Amud Cave;Layer B1;;;57600;3700;3700;TL (thermoluminescence) dating;lithic burnt;1999;mean TL age;Matthias Göden;15.07.2013;Matthias Göden  15.07.13;
Amud Cave;Layer B2;;;56500;3500;3500;TL (thermoluminescence) dating;lithic burnt;1999;mean TL age;Matthias Göden;15.07.2013;Matthias Göden  15.07.13;
Amud Cave;Layer B2;;;61000;9000;9000;ESR (electron spin resonance) dating;tooth;2001;coupled MSU/ESR Age, material_dated: tooth enamel;Matthias Göden;15.07.2013;Matthias Göden  15.07.13;
Amud Cave;Layer B4;;;70000;1100;1100;ESR (electron spin resonance) dating;tooth;2001;coupled MSU/ESR Age, material_dated: tooth enamel;Matthias Göden;15.07.2013;Matthias Göden  15.07.13;
Amud Cave;Layer B4;;;68500;3400;3400;TL (thermoluminescence) dating;lithic burnt;1999;mean TL age;Matthias Göden;15.07.2013;Matthias Göden  15.07.13;
Andance;Unit 2 Colluviosol;Poz;Poz-27230;980;30;30;14C (radiocarbon) dating;charcoal;2011;;andrew;03.11.2017;Matthias Göden  03.11.17;
Andance;Unit 2 Colluviosol;Poz;Poz-27229;1860;30;30;14C (radiocarbon) dating;charcoal;2011;;andrew;03.11.2017;Matthias Göden  03.11.17;
Andance;Unit 4 Upper Pedocomplex;;X3507;25970;2750;2750;OSL (optically stimulated thermoluminescence) dating;quartz;2011;;Matthias Göden;03.11.2017;Matthias Göden  03.11.17;
Andance;Unit 4 Upper Pedocomplex;;X3505;36380;2630;2630;OSL (optically stimulated thermoluminescence) dating;quartz;2011;;Matthias Göden;03.11.2017;Matthias Göden  03.11.17;
Andance;Unit 4 Upper Pedocomplex;;X3506;36480;5760;5760;OSL (optically stimulated thermoluminescence) dating;quartz;2011;;Matthias Göden;03.11.2017;Matthias Göden  03.11.17;
Andance;Unit 4 Upper Pedocomplex;;SBZ1;93200;7200;7200;TL (thermoluminescence) dating;quartz;2011;;Matthias Göden;03.11.2017;Matthias Göden  03.11.17;
Andance;Unit 5 Lower Pedocomplex;;X3505;36380;2630;2630;OSL (optically stimulated thermoluminescence) dating;quartz;2011;;Matthias Göden;03.11.2017;Matthias Göden  03.11.17;
Andance;Unit 5 Lower Pedocomplex;;X3506;36480;5760;5760;OSL (optically stimulated thermoluminescence) dating;quartz;2011;;Matthias Göden;03.11.2017;Matthias Göden  03.11.17;
Andance;Unit 5 Lower Pedocomplex;;SBZ1;93200;7200;7200;TL (thermoluminescence) dating;quartz;2011;;Matthias Göden;03.11.2017;Matthias Göden  03.11.17;
Anghilak Cave;stratum II;AA;AA-57042;2978;34;34;14C (radiocarbon) dating;charcoal;2004;;andrew;26.11.2019;Susanne Haupt  26.11.19; andrew  28.08.20;
Anghilak Cave;stratum III;AA;AA-57042;2978;34;34;14C (radiocarbon) dating;charcoal;2004;;andrew;26.11.2019;Susanne Haupt  26.11.19; andrew  05.03.21;
Anghilak Cave;stratum III;AA;AA-57043;27310;270;270;14C (radiocarbon) dating;charcoal;2004;;andrew;26.11.2019;Susanne Haupt  26.11.19; andrew  05.03.21;
Anghilak Cave;stratum IV;AA;AA-61243;38100;2100;2100;14C (radiocarbon) dating;charcoal;2004;;andrew;26.11.2019;Susanne Haupt  26.11.19; andrew  05.03.21;
Anghilak Cave;stratum IV;AA;AA-61241;43900;2000;2000;14C (radiocarbon) dating;charcoal;2004;;andrew;26.11.2019;Susanne Haupt  26.11.19; andrew  05.03.21;
Anghilak Cave;stratum IV;AA;AA-57043;27310;270;270;14C (radiocarbon) dating;charcoal;2004;;andrew;26.11.2019;Susanne Haupt  26.11.19; andrew  05.03.21;
Anghilak Cave;stratum V;AA;AA-61242;26300;;;14C (radiocarbon) dating;charcoal;2004;>26300 BP;andrew;26.11.2019;Susanne Haupt  26.11.19; andrew  05.03.21;
Anui 2;Layer 10.1;SOAN;SOAN-3007;21280;440;440;14C (radiocarbon) dating;charcoal;;;andrew;07.04.2020;Darya Presnyakova  07.04.20; andrew  28.08.20;
Anui 2;Layer 10.2;IGAN;IGAN-1431;21502;584;584;14C (radiocarbon) dating;charcoal;;;andrew;07.04.2020;Darya Presnyakova  07.04.20; andrew  28.08.20;
Anui 2;Layer 11;IGAN;IGAN-1430;21431;1547;1547;14C (radiocarbon) dating;charcoal;;;andrew;07.04.2020;Darya Presnyakova  07.04.20; andrew  28.08.20;
Anui 2;Layer 12;SOAN;SOAN-2862;22610;140;140;14C (radiocarbon) dating;charcoal;;;andrew;07.04.2020;Darya Presnyakova  07.04.20; andrew  28.08.20;
Anui 2;Layer 12;SOAN;SOAN-2863;20350;290;290;14C (radiocarbon) dating;charcoal;;;andrew;07.04.2020;Darya Presnyakova  07.04.20; andrew  28.08.20;
Anui 2;Layer 12;SOAN;SOAN-3006;24205;420;420;14C (radiocarbon) dating;charcoal;;;andrew;07.04.2020;Darya Presnyakova  07.04.20; andrew  28.08.20;
Anui 2;Layer 13.1;SOAN;SOAN-2868;27125;580;580;14C (radiocarbon) dating;charcoal;;;andrew;07.04.2020;Darya Presnyakova  07.04.20; andrew  28.08.20;
Anui 2;Layer 13.2;SOAN;SOAN-3005;26810;290;290;14C (radiocarbon) dating;charcoal;;;andrew;07.04.2020;Darya Presnyakova  07.04.20; andrew  28.08.20;
Anyskop_Blowout;SAND;Shfd;Shfd08214;300;600;600;OSL (optically stimulated thermoluminescence) dating;sediment sand;;Robert et al 2011, date of blowout (depth 1.0 m);andrew;26.06.2019;andrew  26.06.19;
Anyskop_Blowout;SAND;Shfd;Shfd08215;182000;9000;9000;OSL (optically stimulated thermoluminescence) dating;sediment sand;;Robert et al 2011, date of sand deposition (depth 2.8 m);andrew;26.06.2019;andrew  26.06.19;
Apollo 11;Unit A;Pta;Pta-1009;320;40;40;14C (radiocarbon) dating;charcoal;1974;dates for Wendt\'s cultural layers A+B that correspond with geological units A-D of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit A;Pta;Pta-1918;1960;45;45;14C (radiocarbon) dating;charcoal;2010;dates for Wendt\'s cultural layers A+B that correspond with geological units A-D of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit A;KN;KN-I-870;1670;55;55;14C (radiocarbon) dating;charcoal;1974;dates for Wendt\'s cultural layers A+B that correspond with geological units A-D of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit A;KN;KN-I-846;1460;55;55;14C (radiocarbon) dating;charcoal;1974;dates for Wendt\'s cultural layers A+B that correspond with geological units A-D of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit A;KN;KN-I-608;490;45;45;14C (radiocarbon) dating;charcoal;1974;dates for Wendt\'s cultural layers A+B that correspond with geological units A-D of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit E;KN;KN-I-867;7200;75;75;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer C that corresponds to geological units E-J of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit E;KN;KN-I-609;6200;65;65;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer C that corresponds to geological units E-J of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit E;KN;KN-I-611;10420;80;80;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer C that corresponds to geological units E-J of Vogelsang (2010), discrepancy between Wendt 1976 (10420+/-80) and Vogelsang et al 2010 (9430+/-90);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit E;Pta;Pta-1020;7280;80;80;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer C that corresponds to geological units E-J of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit E;KN;KN-I-610;9430;90;90;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer C that corresponds to geological units E-J of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit E;Pta;Pta-1019;6680;75;75;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer C that corresponds to geological units E-J of Vogelsang (2010), discrepancy between Wendt 1976 (6680+/-75) and Vogelsang et al 2010 (6480+/-80);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit K;Pta;Pta-1021;12510;120;120;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010), discrepancy between Wendt 1976 (12510+/-120) and Vogelsang et al 2010 (12500+/-120);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit K;KIA;KIA-35915;12900;50;50;14C (radiocarbon) dating;charcoal;2010;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit K;KIA;KIA-35916;14230;55;55;14C (radiocarbon) dating;charcoal;2010;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit K;KN;KN-2057;18660;210;210;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit K;KN;KN-I-614;13030;100;100;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit K;Pta;Pta-1039;18500;190;190;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit K;Pta;Pta-1010;13050;120;120;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010), discrepancy between Wendt 1976 (13050+/-120) and Vogelsang et al 2010 (13000+/-120);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit K;KN;KN-I-812;19760;175;175;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit K;KN;KN-I-811;13470;125;125;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit K;KN;KN-I-612;13690;120;120;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit K;KN;KN-4067;17380;160;160;14C (radiocarbon) dating;charcoal;2010;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit K;KIA;KIA-35914;13010;70;70;14C (radiocarbon) dating;charcoal;2010;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit K;KN;KN-4042;18650;170;170;14C (radiocarbon) dating;charcoal;2010;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit K;KN;KN-I-613;14550;60;60;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer D that corresponds to geological units K-M (upper part) of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit M;Woll;AP1;30100;1600;1600;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Finite mixing model FMM;andrew;27.11.2020;andrew  27.11.20;
Apollo 11;Unit M;KN;KN-4068;25600;800;800;14C (radiocarbon) dating;charcoal;2010;date for Wendt\'s cultural layer E that corresponds to geological units M (lower part) to N of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit M;Woll;AP2;42900;2700;2700;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Central age model CAM;andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit M;KN;KN-I-813;26700;650;650;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer E that corresponds to geological units M (lower part) to N of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit M;KN;KN-4069;32000;1200;1200;14C (radiocarbon) dating;charcoal;2010;date for Wendt\'s cultural layer E that corresponds to geological units M (lower part) to N of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit M;Pta;Pta-1032;21600;300;300;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer E that corresponds to geological units M (lower part) to N of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit M;Pta;Pta-1041;39800;1700;1700;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer E that corresponds to geological units M (lower part) to N of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit M;KN;KN-2056;28400;450;450;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer E that corresponds to geological units M (lower part) to N of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit M;Woll;AP1;22600;1300;1300;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Finite mixing model FMM;andrew;27.11.2020;andrew  27.11.20;
Apollo 11;Unit M;Woll;AP11;29400;1400;1400;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Central age model CAM;andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit M;KN;KN-I-869;33370;550;550;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer E that corresponds to geological units M (lower part) to N of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit M;Pta;Pta-1040;26300;400;400;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer E that corresponds to geological units M (lower part) to N of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit M;KN;KN-I-847;46400;3500;2500;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer E that corresponds to geological units M (lower part) to N of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit M;KIA;KIA-35917;24150;150;150;14C (radiocarbon) dating;charcoal;2010;date for Wendt\'s cultural layer E that corresponds to geological units M (lower part) to N of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  28.08.20;
Apollo 11;Unit M;KN;KN-2115;32700;860;860;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer E that corresponds to geological units M (lower part) to N of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit M;Woll;AP1;27600;1300;1300;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Central age model CAM;andrew;27.11.2020;andrew  27.11.20;
Apollo 11;Unit M;KIA;KIA-55918;38560;450;450;14C (radiocarbon) dating;charcoal;2010;date for Wendt\'s cultural layer E that corresponds to geological units M (lower part) to N of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit N;Woll;AP11;29400;1400;1400;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Central age model CAM;andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit N;Woll;AP1;27600;1300;1300;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Central age model CAM;andrew;27.11.2020;andrew  27.11.20;
Apollo 11;Unit N;Woll;AP1;30100;1600;1600;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Finite mixing model FMM;andrew;27.11.2020;andrew  27.11.20;
Apollo 11;Unit N;Woll;AP1;22600;1300;1300;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Finite mixing model FMM;andrew;27.11.2020;andrew  27.11.20;
Apollo 11;Unit N;Woll;AP2;42900;2700;2700;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Central age model CAM;andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit P;Pta;Pta-1415;48000;1000000;0;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer F that corresponds to geological units P-R of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit P;Woll;AP9;57900;2600;2600;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Central age model CAM;andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit P;Woll;AP3;57000;2700;2700;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Finite mixing model FMM;andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit Q;Woll;AP4;63200;2300;2300;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Central age model CAM;andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit R;Woll;AP4;63200;2300;2300;OSL (optically stimulated thermoluminescence) dating;quartz;2008;Central age model CAM;andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
Apollo 11;Unit S;Pta;Pta-505;50500;1000000;0;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer G that corresponds to geological units S-U of Vogelsang (2010);Matthias Göden;30.09.2016;Matthias Göden  30.09.16;
Apollo 11;Unit S;KN;KN-I-622;47500;1000000;0;14C (radiocarbon) dating;charcoal;1974;date for Wendt\'s cultural layer G that corresponds to geological units S-U of Vogelsang (2010);andrew;30.09.2016;Matthias Göden  30.09.16; andrew  27.11.20;
