assemblage.name;assemblage.created;country_continent.continent;locality.idlocality;locality.country;locality.created;
Lts-3/b;07.02.2012;Asia;Ltsen-3;Armenia;07.02.2012;
S-1;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S0;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S1;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S10;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S11;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S14;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S2;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S22;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S3;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S4;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S41;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S42;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S43;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S44;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S46;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S47;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S48;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S5;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S6;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S68;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S7;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S83;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S84;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S86;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S89;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S90;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S92;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S93;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
S96;28.07.2022;Asia;Shamb-1;Armenia;07.02.2012;
Tlr-2/b-1;07.02.2012;Asia;Tolors-2;Armenia;07.02.2012;
Tlr-2/b-2;07.02.2012;Asia;Tolors-2;Armenia;07.02.2012;
Tlr-2/b-all;03.04.2018;Asia;Tolors-2;Armenia;07.02.2012;
Tlr-2/c;07.02.2012;Asia;Tolors-2;Armenia;07.02.2012;
Tlr-2/d;07.02.2012;Asia;Tolors-2;Armenia;07.02.2012;
Uts-2/a-1;07.02.2012;Asia;Uyts-2;Armenia;07.02.2012;
Uts-2/a-2;07.02.2012;Asia;Uyts-2;Armenia;07.02.2012;
Uts-2/a-3;07.02.2012;Asia;Uyts-2;Armenia;07.02.2012;
Uts-2/a-4;07.02.2012;Asia;Uyts-2;Armenia;07.02.2012;
Aggsbach_Fundstelle A assemblage;22.08.2022;Europe;Aggsbach_Fundstelle A;Austria;22.08.2022;
Aggsbach_Fundstelle B assemblage AH I;26.08.2022;Europe;Aggsbach_Fundstelle B;Austria;22.08.2022;
Aggsbach_Fundstelle B assemblage AH II;24.08.2022;Europe;Aggsbach_Fundstelle B;Austria;22.08.2022;
Alberndorf I, AH 1;23.06.2017;Europe;Alberndorf I;Austria;23.06.2017;
Getzersdorf Aurignacian assemblage;26.11.2022;Europe;Getzersdorf;Austria;25.11.2022;
Großweikersdorf Aurignacien assemblage;30.11.2022;Europe;Großweikersdorf;Austria;30.11.2022;
Grub-Kranawetberg, AH 1;14.06.2017;Europe;Grub-Kranawetberg;Austria;23.04.2015;
Grub-Kranawetberg, AH 2;14.06.2017;Europe;Grub-Kranawetberg;Austria;23.04.2015;
Grub-Kranawetberg, AH 3;14.06.2017;Europe;Grub-Kranawetberg;Austria;23.04.2015;
Grub-Kranawetberg, AH 4, bone accumulation;14.06.2017;Europe;Grub-Kranawetberg;Austria;23.04.2015;
Grub-Kranawetberg, AH 4, bone accumulation, fauna;20.06.2017;Europe;Grub-Kranawetberg;Austria;23.04.2015;
Grub-Kranawetberg, AH 4, camp site;14.06.2017;Europe;Grub-Kranawetberg;Austria;23.04.2015;
Grub-Kranawetberg, AH 4, camp site, human remains 1;20.06.2017;Europe;Grub-Kranawetberg;Austria;23.04.2015;
Grub-Kranawetberg, AH 4, camp site, human remains 2;20.06.2017;Europe;Grub-Kranawetberg;Austria;23.04.2015;
Gudenushöhle_Mousterian assemblage;19.08.2022;Europe;Gudenushöhle;Austria;19.08.2022;
Krems-Hundssteig 1893 - 1904, AH 3;12.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,21;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,22;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,24;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,31;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,34;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,43;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,44;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,51;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,54;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,63;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,64;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,72;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,73;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Hundssteig 2000 - 2002, AH 3,74;08.11.2017;Europe;Krems-Hundssteig;Austria;07.11.2017;
Krems-Wachtberg AH 4.11 human remains 4;16.02.2022;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg AH 4.3 human remains 1;01.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg AH 4.3 human remains 2;21.02.2022;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg AH 4.4 human remains 3;01.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg layer 2 fauna;06.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, 1930, NM;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, 1930, UNM;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 2;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 3;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 4;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 4.01;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 4.02;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 4.1;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 4.11;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 4.111;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 4.112;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 4.3;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 4.4;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 40.1;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 40.2;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 40.4;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 44;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 5;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 7a;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Krems-Wachtberg, AH 7b;05.09.2017;Europe;Krems-Wachtberg;Austria;23.04.2015;
Langenlois_Fundstelle A assemblage;09.08.2022;Europe;Langenlois_Fundstelle A;Austria;09.08.2022;
Langenlois_Fundstelle B assemblage;10.08.2022;Europe;Langenlois_Fundstelle B;Austria;09.08.2022;
Langmannersdorf Lagerplatz B AH 1 Arch Assemblage;27.10.2017;Europe;Langmannersdorf Lagerplatz B;Austria;22.10.2017;
Lurgrotte-Vorhöhle SE 53 assemblage;01.09.2022;Europe;Lurgrotte-Vorhöhle;Austria;01.09.2022;
Lurgrotte-Vorhöhle SE 55a assemblage;01.09.2022;Europe;Lurgrotte-Vorhöhle;Austria;01.09.2022;
Lurgrotte-Vorhöhle SE 55b assemblage;01.09.2022;Europe;Lurgrotte-Vorhöhle;Austria;01.09.2022;
Oberfellabrunn_Pangaea_12;29.11.2022;Europe;Oberfellabrunn;Austria;29.11.2022;
Oberfellabrunn_Pangaea_2;29.11.2022;Europe;Oberfellabrunn;Austria;29.11.2022;
Oberfellabrunn_Pangaea_4;29.11.2022;Europe;Oberfellabrunn;Austria;29.11.2022;
Oberfellabrunn_Pangaea_8;29.11.2022;Europe;Oberfellabrunn;Austria;29.11.2022;
Oberfellabrunn_Pangaea_9;29.11.2022;Europe;Oberfellabrunn;Austria;29.11.2022;
Repolusthoehle AH I assemblage;18.07.2022;Europe;Repolusthoehle;Austria;18.07.2022;
Repolusthoehle AH II assemblage;18.07.2022;Europe;Repolusthoehle;Austria;18.07.2022;
Senftenberg Aurignacian assemblage;29.11.2022;Europe;Senftenberg;Austria;28.11.2022;
Stratzing/Krems-Rehberg, 1985, AH I;28.06.2017;Europe;Stratzing/Krems-Rehberg;Austria;24.06.2017;
Stratzing/Krems-Rehberg, 1985, AH II;28.06.2017;Europe;Stratzing/Krems-Rehberg;Austria;24.06.2017;
Stratzing/Krems-Rehberg, 1986, AH I;28.06.2017;Europe;Stratzing/Krems-Rehberg;Austria;24.06.2017;
Stratzing/Krems-Rehberg, 1986, AH II;28.06.2017;Europe;Stratzing/Krems-Rehberg;Austria;24.06.2017;
Stratzing/Krems-Rehberg, 1994, AH I;28.06.2017;Europe;Stratzing/Krems-Rehberg;Austria;24.06.2017;
Stratzing/Krems-Rehberg, 1994, AH II;28.06.2017;Europe;Stratzing/Krems-Rehberg;Austria;24.06.2017;
Stratzing/Krems-Rehberg, AH I;28.06.2017;Europe;Stratzing/Krems-Rehberg;Austria;24.06.2017;
Stratzing/Krems-Rehberg, AH II;28.06.2017;Europe;Stratzing/Krems-Rehberg;Austria;24.06.2017;
Willendorf II, AH 1;22.05.2017;Europe;Willendorf II;Austria;23.04.2015;
Willendorf II, AH 2;22.05.2017;Europe;Willendorf II;Austria;23.04.2015;
Willendorf II, AH 3, new collection;22.05.2017;Europe;Willendorf II;Austria;23.04.2015;
Willendorf II, AH 3, old collection;22.05.2017;Europe;Willendorf II;Austria;23.04.2015;
Willendorf II, AH 4;22.05.2017;Europe;Willendorf II;Austria;23.04.2015;
Willendorf II, AH 5;22.05.2017;Europe;Willendorf II;Austria;23.04.2015;
Willendorf II, AH 6;22.05.2017;Europe;Willendorf II;Austria;23.04.2015;
Willendorf II, AH 7;22.05.2017;Europe;Willendorf II;Austria;23.04.2015;
Willendorf II, AH 8;22.05.2017;Europe;Willendorf II;Austria;23.04.2015;
Willendorf II, AH 9;22.05.2017;Europe;Willendorf II;Austria;23.04.2015;
Willendorf II, AH 9, Venusgrube;22.05.2017;Europe;Willendorf II;Austria;23.04.2015;
Azokh 1, Unit I, coll. 2002-2009 Fauna;09.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit I, coll. 2002-2009 Herpetofauna;10.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit I, coll. 2002-2009 micromammals;10.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit II, charcoal;09.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit II, coll. 2002-2009 Fauna;09.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit II, coll. 2002-2009 Herpetofauna;10.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit II, coll. 2002-2009 micromammals;10.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit II/III, coll. 2002-2009 micromammals;10.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit III, coll. 1960-1989 Fauna;09.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit III, coll. 2002-2009 Fauna;09.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit III, coll. 2002-2009 Herpetofauna;10.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit III, coll. 2002-2009 micromammals;10.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit V, coll. 1960-1989 Fauna;09.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit V/Vm, coll. 2002-2009 Fauna;09.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit Vm, coll. 2002-2009 Herpetofauna;10.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit Vm, coll. 2002-2009 micromammals;10.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit Vu, charcoal;09.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit Vu, coll. 2002-2009 Fauna;09.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit Vu, coll. 2002-2009 Herpetofauna;10.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, Unit Vu, coll. 2002-2009 micromammals;10.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, human remains 01;09.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Azokh 1, human remains 02;09.11.2022;Asia;Azokh-1 Cave;Azerbaijan;09.04.2015;
Fauna Unit A 0-10cm;08.07.2021;Asia;Karin Tak;Azerbaijan;09.04.2020;
Fauna Unit B 10-30cm;08.07.2021;Asia;Karin Tak;Azerbaijan;09.04.2020;
Fauna Unit C 30-40cm;08.07.2021;Asia;Karin Tak;Azerbaijan;09.04.2020;
Fauna Unit D 40-50cm;08.07.2021;Asia;Karin Tak;Azerbaijan;09.04.2020;
KT, Layer A, pollen;09.11.2022;Asia;Karin Tak;Azerbaijan;09.04.2020;
KT, Layer B, pollen;09.11.2022;Asia;Karin Tak;Azerbaijan;09.04.2020;
KT, lens E double prime, pollen;09.11.2022;Asia;Karin Tak;Azerbaijan;09.04.2020;
Unit A lithics;25.11.2022;Asia;Karin Tak;Azerbaijan;09.04.2020;
Unit B lithics;25.11.2022;Asia;Karin Tak;Azerbaijan;09.04.2020;
Unit C lithics;25.11.2022;Asia;Karin Tak;Azerbaijan;09.04.2020;
Unit H lithics;25.11.2022;Asia;Karin Tak;Azerbaijan;09.04.2020;
A-6 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
Aurignacian assemblage;29.03.2018;Europe;Goyet;Belgium;19.10.2015;
B-1 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
B-2/3/4 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
B-5 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CI-1 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CI-3 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CI-4/5 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CI-6 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CI-8 human remains;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CI-8 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CII-1 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CII-2 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CII-4 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CII-6 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CII-7 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CIII-1 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CIII-2 micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CIV micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
CV micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
D micromammals;21.08.2018;Europe;Walou;Belgium;19.10.2015;
Goyet level 1 human remains 1;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 1 human remains 2;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 1 human remains 3;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 1 human remains 4;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 1 human remains 5;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 1 human remains 6;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 1 human remains 7;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 1 or 3 human remains 1;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 1 or 3 human remains 2;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 1 or 3 human remains 3;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 1 or 3 human remains 4;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 1, 2 or 3 human remains 1;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 1, 2, 3 or 4 human remains 1;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 1? human remains 1;07.07.2022;Europe;Goyet;Belgium;19.10.2015;
Goyet level 2 fauna Q53;03.09.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 2 human remains 1;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 2 human remains 2;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 2 human remains 3;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 2 human remains 4;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 2 human remains 5;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 2 human remains 6;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 2 human remains 7;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 2 human remains 8;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 2 or 3 human remains 1;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 2 or 3 human remains 2;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 2? human remains 1;07.07.2022;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 fauna Q375;03.09.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 fauna Q376;03.09.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 fauna Q55;03.09.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 1;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 10;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 11;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 12;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 13;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 14;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 15;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 16;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 17;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 18;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 19;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 2;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 20;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 21;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 22;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 23;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 24;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 25;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 26;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 27;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 28;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 29;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 3;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 30;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 31;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 32;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 33;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 34;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 35;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 36;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 37;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 38;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 39;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 4;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 40;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 41;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 42;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 43;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 44;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 45;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 46;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 47;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 48;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 49;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 5;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 50;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 51;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 52;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 53;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 54;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 55;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 56;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 57;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 58;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 59;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 6;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 60;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 61;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 62;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 63;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 64;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 65;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 66;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 67;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 68;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 69;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 7;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 70;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 71;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 72;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 73;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 74;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 75;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 76;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 8;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3 human remains 9;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3? human remains 1;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3? human remains 2;07.07.2022;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3? human remains 3;07.07.2022;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3? human remains 4;07.07.2022;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3? human remains 5;08.07.2022;Europe;Goyet;Belgium;19.10.2015;
Goyet level 3? human remains 6;08.07.2022;Europe;Goyet;Belgium;19.10.2015;
Goyet level 4? human remains 1;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 4? human remains 10;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 4? human remains 2;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 4? human remains 3;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
Goyet level 4? human remains 4;29.08.2018;Europe;Goyet;Belgium;19.10.2015;
